 TIME                    	Dry                      	Total                    	Horizontal               	
 HOURS              	Unit1               	Unit2               	Unit3               	
  +2.3750000000000000E+00	  -2.1499999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5000000000000000E+00	  -2.0499999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6250000000000000E+00	  -1.9500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7500000000000000E+00	  -1.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8750000000000000E+00	  -1.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+00	  -1.6500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1250000000000000E+00	  -1.5750000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2500000000000000E+00	  -1.5250000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3750000000000000E+00	  -1.4750000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.5000000000000000E+00	  -1.4250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.6250000000000000E+00	  -1.3750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.7500000000000000E+00	  -1.3250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.8750000000000000E+00	  -1.2749999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+00	  -1.2249999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1250000000000000E+00	  -1.1937499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2500000000000000E+00	  -1.1812499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3750000000000000E+00	  -1.1687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5000000000000000E+00	  -1.1562500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6250000000000000E+00	  -1.1437500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7500000000000000E+00	  -1.1312500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8750000000000000E+00	  -1.1187500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0000000000000000E+00	  -1.1062500000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1250000000000000E+00	  -1.1125000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2500000000000000E+00	  -1.1375000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.3750000000000000E+00	  -1.1625000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5000000000000000E+00	  -1.1875000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6250000000000000E+00	  -1.2125000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.7500000000000000E+00	  -1.2375000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.8750000000000000E+00	  -1.2625000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.0000000000000000E+00	  -1.2875000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.1250000000000000E+00	  -1.3625000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.2500000000000000E+00	  -1.4875000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.3750000000000000E+00	  -1.6125000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.5000000000000000E+00	  -1.7375000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.6250000000000000E+00	  -1.8624999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.7500000000000000E+00	  -1.9874999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +6.8750000000000000E+00	  -2.1124999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.0000000000000000E+00	  -2.2374999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.1250000000000000E+00	  -2.1749999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.2500000000000000E+00	  -1.9249999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.3750000000000000E+00	  -1.6749999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.5000000000000000E+00	  -1.4249999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.6250000000000000E+00	  -1.1749999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.7500000000000000E+00	  -9.2499999999999993E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.8750000000000000E+00	  -6.7499999999999993E-01	  +1.8103433889244418E+00	  +0.0000000000000000E+00	
  +8.0000000000000000E+00	  -4.2499999999999999E-01	  +2.6989656611075560E+01	  +0.0000000000000000E+00	
  +8.1250000000000000E+00	  -1.8124999999999999E-01	  +3.6363179535711673E+01	  +0.0000000000000000E+00	
  +8.2500000000000000E+00	  +5.6250000000000022E-02	  +5.5654982391838750E+01	  +0.0000000000000000E+00	
  +8.3750000000000000E+00	  +2.9375000000000001E-01	  +7.4530932489321856E+01	  +0.0000000000000000E+00	
  +8.5000000000000000E+00	  +5.3125000000000000E-01	  +9.2970816988004884E+01	  +0.0000000000000000E+00	
  +8.6250000000000000E+00	  +7.6875000000000004E-01	  +1.1095488999769863E+02	  +0.0000000000000000E+00	
  +8.7500000000000000E+00	  +1.0062500000000001E+00	  +1.2846389372257269E+02	  +0.0000000000000000E+00	
  +8.8750000000000000E+00	  +1.2437500000000001E+00	  +1.4547907908288437E+02	  +0.0000000000000000E+00	
  +9.0000000000000000E+00	  +1.4812500000000002E+00	  +1.6198222579196718E+02	  +0.0000000000000000E+00	
  +9.1250000000000000E+00	  +1.7250000000000001E+00	  +2.4459367282355382E+02	  +1.5685063765058283E+01	
  +9.2500000000000000E+00	  +1.9750000000000001E+00	  +2.6579700950376952E+02	  +1.8182694648023332E+01	
  +9.3750000000000000E+00	  +2.2250000000000001E+00	  +2.8622606298486238E+02	  +2.0778951742024102E+01	
  +9.5000000000000000E+00	  +2.4750000000000001E+00	  +3.0585895732467327E+02	  +2.3438399494215421E+01	
  +9.6250000000000000E+00	  +2.7250000000000001E+00	  +3.2467466912818946E+02	  +2.6128316652681786E+01	
  +9.7500000000000000E+00	  +2.9750000000000001E+00	  +3.4265305005993270E+02	  +2.8819001655457200E+01	
  +9.8750000000000000E+00	  +3.2250000000000001E+00	  +3.5977484841929214E+02	  +3.1483762603646685E+01	
  +1.0000000000000000E+01	  +3.4750000000000001E+00	  +3.7602172975572671E+02	  +3.4098752885745554E+01	
  +1.0125000000000000E+01	  +3.6375000000000002E+00	  +4.5309477676034805E+02	  +4.6363246019224960E+01	
  +1.0250000000000000E+01	  +3.7124999999999999E+00	  +4.6981863347147015E+02	  +4.9468398254328818E+01	
  +1.0375000000000000E+01	  +3.7875000000000001E+00	  +4.8547251791614622E+02	  +5.2438683171317464E+01	
  +1.0500000000000000E+01	  +3.8625000000000003E+00	  +5.0003966752282338E+02	  +5.5255354445988559E+01	
  +1.0625000000000000E+01	  +3.9375000000000000E+00	  +5.1350448342283539E+02	  +5.7901840112421702E+01	
  +1.0750000000000000E+01	  +4.0125000000000002E+00	  +5.2585254715406245E+02	  +6.0363527673532680E+01	
  +1.0875000000000000E+01	  +4.0875000000000004E+00	  +5.3707063610057298E+02	  +6.2627579024030418E+01	
  +1.1000000000000000E+01	  +4.1625000000000005E+00	  +5.4714673765174132E+02	  +6.4682772627138277E+01	
  +1.1125000000000000E+01	  +4.2312500000000002E+00	  +5.8838467194191549E+02	  +1.0012818936336214E+02	
  +1.1250000000000000E+01	  +4.2937500000000002E+00	  +5.9659667438241877E+02	  +1.0255108873120282E+02	
  +1.1375000000000000E+01	  +4.3562500000000002E+00	  +6.0357000472784944E+02	  +1.0462168096656191E+02	
  +1.1500000000000000E+01	  +4.4187500000000002E+00	  +6.0929719576140917E+02	  +1.0633110442851496E+02	
  +1.1625000000000000E+01	  +4.4812500000000002E+00	  +6.1377211466349036E+02	  +1.0767221392526794E+02	
  +1.1750000000000000E+01	  +4.5437500000000002E+00	  +6.1698996957884754E+02	  +1.0863950785171370E+02	
  +1.1875000000000000E+01	  +4.6062500000000002E+00	  +6.1894731474783850E+02	  +1.0922907325382688E+02	
  +1.2000000000000000E+01	  +4.6687500000000002E+00	  +6.1964205419623079E+02	  +1.0943854738600142E+02	
  +1.2125000000000000E+01	  +4.7374999999999998E+00	  +6.1632944870057224E+02	  +1.0985814041957579E+02	
  +1.2250000000000000E+01	  +4.8125000000000000E+00	  +6.1450621502304057E+02	  +1.0930346049120811E+02	
  +1.2375000000000000E+01	  +4.8875000000000002E+00	  +6.1142778992795820E+02	  +1.0836870210804943E+02	
  +1.2500000000000000E+01	  +4.9625000000000004E+00	  +6.0709746987002382E+02	  +1.0705764229687369E+02	
  +1.2625000000000000E+01	  +5.0374999999999996E+00	  +6.0151989186441699E+02	  +1.0537565074450188E+02	
  +1.2750000000000000E+01	  +5.1124999999999998E+00	  +5.9470102852137086E+02	  +1.0332974331741677E+02	
  +1.2875000000000000E+01	  +5.1875000000000000E+00	  +5.8664818165054510E+02	  +1.0092865344111317E+02	
  +1.3000000000000000E+01	  +5.2625000000000002E+00	  +5.7736997444207236E+02	  +9.8182923192962164E+01	
  +1.3125000000000000E+01	  +5.2999999999999998E+00	  +4.8878289464054058E+02	  +4.4624987828322979E+01	
  +1.3250000000000000E+01	  +5.2999999999999998E+00	  +4.7869657761932712E+02	  +4.3031730112380451E+01	
  +1.3375000000000000E+01	  +5.2999999999999998E+00	  +4.6758276327800928E+02	  +4.1297283379702016E+01	
  +1.3500000000000000E+01	  +5.2999999999999998E+00	  +4.5545335256735649E+02	  +3.9430644747755991E+01	
  +1.3625000000000000E+01	  +5.2999999999999998E+00	  +4.4232133396416413E+02	  +3.7442059321282329E+01	
  +1.3750000000000000E+01	  +5.2999999999999998E+00	  +4.2820076956287369E+02	  +3.5343149596544613E+01	
  +1.3875000000000000E+01	  +5.2999999999999998E+00	  +4.1310678001753058E+02	  +3.3147065876873398E+01	
  +1.4000000000000000E+01	  +5.2999999999999998E+00	  +3.9705552835019824E+02	  +3.0868658874500063E+01	
  +1.4125000000000000E+01	  +5.3062499999999995E+00	  +2.9014777534152546E+02	  +0.0000000000000000E+00	
  +1.4250000000000000E+01	  +5.3187499999999996E+00	  +2.7647251588116029E+02	  +0.0000000000000000E+00	
  +1.4375000000000000E+01	  +5.3312499999999998E+00	  +2.6210812116725680E+02	  +0.0000000000000000E+00	
  +1.4500000000000000E+01	  +5.3437500000000000E+00	  +2.4706997295346636E+02	  +0.0000000000000000E+00	
  +1.4625000000000000E+01	  +5.3562500000000002E+00	  +2.3137417446556074E+02	  +0.0000000000000000E+00	
  +1.4750000000000000E+01	  +5.3687500000000004E+00	  +2.1503753315769529E+02	  +0.0000000000000000E+00	
  +1.4875000000000000E+01	  +5.3812500000000005E+00	  +1.9807754271457307E+02	  +0.0000000000000000E+00	
  +1.5000000000000000E+01	  +5.3937500000000007E+00	  +1.8051236431876188E+02	  +0.0000000000000000E+00	
  +1.5125000000000000E+01	  +5.4000000000000004E+00	  +8.7798233308566040E+01	  +0.0000000000000000E+00	
  +1.5250000000000000E+01	  +5.4000000000000004E+00	  +7.7676017585682274E+01	  +0.0000000000000000E+00	
  +1.5375000000000000E+01	  +5.4000000000000004E+00	  +6.7258061646180366E+01	  +0.0000000000000000E+00	
  +1.5500000000000000E+01	  +5.4000000000000004E+00	  +5.6555521298221031E+01	  +0.0000000000000000E+00	
  +1.5625000000000000E+01	  +5.4000000000000004E+00	  +4.5579857090078960E+01	  +0.0000000000000000E+00	
  +1.5750000000000000E+01	  +5.4000000000000004E+00	  +3.4342822037898493E+01	  +0.0000000000000000E+00	
  +1.5875000000000000E+01	  +5.4000000000000004E+00	  +2.2856449040270217E+01	  +0.0000000000000000E+00	
  +1.6000000000000000E+01	  +5.4000000000000004E+00	  +1.1133037993102622E+01	  +0.0000000000000000E+00	
  +1.6125000000000000E+01	  +5.3500000000000005E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6250000000000000E+01	  +5.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6375000000000000E+01	  +5.1500000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6500000000000000E+01	  +5.0499999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6625000000000000E+01	  +4.9500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6750000000000000E+01	  +4.8499999999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.6875000000000000E+01	  +4.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7000000000000000E+01	  +4.6499999999999995E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7125000000000000E+01	  +4.5562499999999995E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7250000000000000E+01	  +4.4687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7375000000000000E+01	  +4.3812499999999996E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7500000000000000E+01	  +4.2937500000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7625000000000000E+01	  +4.2062499999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7750000000000000E+01	  +4.1187499999999995E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.7875000000000000E+01	  +4.0312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+01	  +3.9437500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8125000000000000E+01	  +3.8500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8250000000000000E+01	  +3.7500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8375000000000000E+01	  +3.6499999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8500000000000000E+01	  +3.5499999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8625000000000000E+01	  +3.4500000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8750000000000000E+01	  +3.3500000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8875000000000000E+01	  +3.2500000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9000000000000000E+01	  +3.1499999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9125000000000000E+01	  +3.0750000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9250000000000000E+01	  +3.0249999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9375000000000000E+01	  +2.9750000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9500000000000000E+01	  +2.9250000000000003E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9625000000000000E+01	  +2.8750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9750000000000000E+01	  +2.8250000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.9875000000000000E+01	  +2.7750000000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+01	  +2.7250000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0125000000000000E+01	  +2.6812500000000004E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0250000000000000E+01	  +2.6437500000000003E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0375000000000000E+01	  +2.6062500000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0500000000000000E+01	  +2.5687500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0625000000000000E+01	  +2.5312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0750000000000000E+01	  +2.4937499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0875000000000000E+01	  +2.4562499999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1000000000000000E+01	  +2.4187499999999997E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1125000000000000E+01	  +2.3750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1250000000000000E+01	  +2.3249999999999997E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1375000000000000E+01	  +2.2749999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1500000000000000E+01	  +2.2250000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1625000000000000E+01	  +2.1749999999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1750000000000000E+01	  +2.1250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1875000000000000E+01	  +2.0750000000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2000000000000000E+01	  +2.0249999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2125000000000000E+01	  +1.9812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2250000000000000E+01	  +1.9437500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2375000000000000E+01	  +1.9062500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2500000000000000E+01	  +1.8687499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2625000000000000E+01	  +1.8312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2750000000000000E+01	  +1.7937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2875000000000000E+01	  +1.7562499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3000000000000000E+01	  +1.7187500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3125000000000000E+01	  +1.6750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3250000000000000E+01	  +1.6250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3375000000000000E+01	  +1.5750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3500000000000000E+01	  +1.5249999999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3625000000000000E+01	  +1.4750000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3750000000000000E+01	  +1.4250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3875000000000000E+01	  +1.3750000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4000000000000000E+01	  +1.3250000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4125000000000000E+01	  +1.2812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4250000000000000E+01	  +1.2437500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4375000000000000E+01	  +1.2062500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4500000000000000E+01	  +1.1687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4625000000000000E+01	  +1.1312500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4750000000000000E+01	  +1.0937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.4875000000000000E+01	  +1.0562499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5000000000000000E+01	  +1.0187500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5125000000000000E+01	  +9.8750000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5250000000000000E+01	  +9.6250000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5375000000000000E+01	  +9.3750000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5500000000000000E+01	  +9.1249999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5625000000000000E+01	  +8.8750000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5750000000000000E+01	  +8.6250000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5875000000000000E+01	  +8.3750000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6000000000000000E+01	  +8.1250000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6125000000000000E+01	  +7.9375000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6250000000000000E+01	  +7.8125000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6375000000000000E+01	  +7.6875000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6500000000000000E+01	  +7.5624999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6625000000000000E+01	  +7.4375000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6750000000000000E+01	  +7.3124999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6875000000000000E+01	  +7.1875000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7000000000000000E+01	  +7.0624999999999993E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7125000000000000E+01	  +6.8750000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7250000000000000E+01	  +6.6249999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7375000000000000E+01	  +6.3749999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7500000000000000E+01	  +6.1249999999999993E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7625000000000000E+01	  +5.8750000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7750000000000000E+01	  +5.6250000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7875000000000000E+01	  +5.3749999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8000000000000000E+01	  +5.1249999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8125000000000000E+01	  +4.9375000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8250000000000000E+01	  +4.8125000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8375000000000000E+01	  +4.6875000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8500000000000000E+01	  +4.5624999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8625000000000000E+01	  +4.4375000000000003E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8750000000000000E+01	  +4.3125000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.8875000000000000E+01	  +4.1875000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9000000000000000E+01	  +4.0625000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9125000000000000E+01	  +3.9375000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9250000000000000E+01	  +3.8125000000000003E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9375000000000000E+01	  +3.6875000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9500000000000000E+01	  +3.5625000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9625000000000000E+01	  +3.4375000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9750000000000000E+01	  +3.3124999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.9875000000000000E+01	  +3.1874999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+01	  +3.0624999999999997E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0125000000000000E+01	  +2.9375000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0250000000000000E+01	  +2.8125000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0375000000000000E+01	  +2.6874999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0500000000000000E+01	  +2.5624999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0625000000000000E+01	  +2.4374999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0750000000000000E+01	  +2.3125000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0875000000000000E+01	  +2.1875000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1000000000000000E+01	  +2.0625000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1125000000000000E+01	  +2.3125000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1250000000000000E+01	  +2.9375000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1375000000000000E+01	  +3.5625000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1500000000000000E+01	  +4.1875000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1625000000000000E+01	  +4.8124999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1750000000000000E+01	  +5.4374999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1875000000000000E+01	  +6.0624999999999996E-01	  +1.8396145530630132E+00	  +0.0000000000000000E+00	
  +3.2000000000000000E+01	  +6.6874999999999996E-01	  +2.6960385446936989E+01	  +0.0000000000000000E+00	
  +3.2125000000000000E+01	  +7.3124999999999996E-01	  +4.6802944806813407E+01	  +3.5694542267710156E+00	
  +3.2250000000000000E+01	  +7.9374999999999996E-01	  +7.1586968315158074E+01	  +5.4754638499109323E+00	
  +3.2375000000000000E+01	  +8.5624999999999996E-01	  +9.5838981903687340E+01	  +7.4437756244096898E+00	
  +3.2500000000000000E+01	  +9.1874999999999996E-01	  +1.1953301590880393E+02	  +9.6189793316414978E+00	
  +3.2625000000000000E+01	  +9.8124999999999996E-01	  +1.4264369816542487E+02	  +1.2119252669699700E+01	
  +3.2750000000000000E+01	  +1.0437500000000000E+00	  +1.6514628117612875E+02	  +1.4997527742780091E+01	
