 TIME                    	Dry                      	Total                    	Horizontal               	
 HOURS              	Unit1               	Unit2               	Unit3               	
  +3.2875000000000000E+01	  +1.1062500000000000E+00	  +1.8701666861140095E+02	  +1.8251174974092141E+01	
  +3.3000000000000000E+01	  +1.1687500000000000E+00	  +2.0823144111258256E+02	  +2.1843108251882402E+01	
  +3.3125000000000000E+01	  +1.2312500000000000E+00	  +3.6544155638605139E+02	  +1.1513318071141593E+02	
  +3.3250000000000000E+01	  +1.2937500000000000E+00	  +3.9712844116439135E+02	  +1.3348178038147856E+02	
  +3.3375000000000000E+01	  +1.3562500000000000E+00	  +4.2766267488500853E+02	  +1.5255530387011248E+02	
  +3.3500000000000000E+01	  +1.4187500000000000E+00	  +4.5701156072563128E+02	  +1.7209388386998634E+02	
  +3.3625000000000000E+01	  +1.4812500000000000E+00	  +4.8514367116419606E+02	  +1.9185767121383435E+02	
  +3.3750000000000000E+01	  +1.5437500000000000E+00	  +5.1202888163221348E+02	  +2.1162902074075282E+02	
  +3.3875000000000000E+01	  +1.6062500000000000E+00	  +5.3763840277290785E+02	  +2.3121238260547520E+02	
  +3.4000000000000000E+01	  +1.6687500000000000E+00	  +5.6194481126960034E+02	  +2.5043307435054862E+02	
  +3.4125000000000000E+01	  +1.7249999999999999E+00	  +6.8595801462781355E+02	  +3.2957604993384825E+02	
  +3.4250000000000000E+01	  +1.7749999999999999E+00	  +7.1131665514388158E+02	  +3.5167490389299235E+02	
  +3.4375000000000000E+01	  +1.8250000000000000E+00	  +7.3506055797043155E+02	  +3.7281996429012827E+02	
  +3.4500000000000000E+01	  +1.8750000000000000E+00	  +7.5716429754159435E+02	  +3.9287830974021108E+02	
  +3.4625000000000000E+01	  +1.9250000000000000E+00	  +7.7760420461939884E+02	  +4.1173241430135477E+02	
  +3.4750000000000000E+01	  +1.9750000000000001E+00	  +7.9635839163938624E+02	  +4.2927862150232983E+02	
  +3.4875000000000000E+01	  +2.0249999999999999E+00	  +8.1340677614835022E+02	  +4.4542583049009954E+02	
  +3.5000000000000000E+01	  +2.0750000000000002E+00	  +8.2873110230914403E+02	  +4.6009437583589215E+02	
  +3.5125000000000000E+01	  +2.1312500000000001E+00	  +8.9446168735461936E+02	  +5.6377986674323267E+02	
  +3.5250000000000000E+01	  +2.1937500000000001E+00	  +9.0702284134735191E+02	  +5.7749669893761597E+02	
  +3.5375000000000000E+01	  +2.2562500000000001E+00	  +9.1770687973926829E+02	  +5.8923848842316590E+02	
  +3.5500000000000000E+01	  +2.3187500000000001E+00	  +9.2650236179445494E+02	  +5.9895524577383776E+02	
  +3.5625000000000000E+01	  +2.3812500000000001E+00	  +9.3339986909042318E+02	  +6.0660657582300041E+02	
  +3.5750000000000000E+01	  +2.4437500000000001E+00	  +9.3839201560359732E+02	  +6.1216126669627010E+02	
  +3.5875000000000000E+01	  +2.5062500000000001E+00	  +9.4147345561845100E+02	  +6.1559697899695345E+02	
  +3.6000000000000000E+01	  +2.5687500000000001E+00	  +9.4264088945183460E+02	  +6.1690002701460412E+02	
  +3.6125000000000000E+01	  +2.6250000000000000E+00	  +9.4798861598231792E+02	  +4.7902500892261889E+02	
  +3.6250000000000000E+01	  +2.6750000000000003E+00	  +9.4530910882430862E+02	  +4.7671621088501803E+02	
  +3.6375000000000000E+01	  +2.7250000000000001E+00	  +9.4070562586010931E+02	  +4.7275688644514594E+02	
  +3.6500000000000000E+01	  +2.7749999999999999E+00	  +9.3418309661458204E+02	  +4.6716291924858973E+02	
  +3.6625000000000000E+01	  +2.8250000000000002E+00	  +9.2574850557541629E+02	  +4.5995704857263524E+02	
  +3.6750000000000000E+01	  +2.8750000000000000E+00	  +9.1541088471395710E+02	  +4.5116909484982813E+02	
  +3.6875000000000000E+01	  +2.9249999999999998E+00	  +9.0318130381355490E+02	  +4.4083626151528722E+02	
  +3.7000000000000000E+01	  +2.9750000000000001E+00	  +8.8907285861575440E+02	  +4.2900352104177801E+02	
  +3.7125000000000000E+01	  +2.9750000000000001E+00	  +8.2700373876743640E+02	  +4.1612769950374002E+02	
  +3.7250000000000000E+01	  +2.9249999999999998E+00	  +8.1012566222991290E+02	  +4.0144940907200089E+02	
  +3.7375000000000000E+01	  +2.8750000000000000E+00	  +7.9151650334558133E+02	  +3.8545681654633279E+02	
  +3.7500000000000000E+01	  +2.8250000000000002E+00	  +7.7119618926788837E+02	  +3.6823199023419767E+02	
  +3.7625000000000000E+01	  +2.7749999999999999E+00	  +7.4918647949811213E+02	  +3.4986839853356918E+02	
  +3.7750000000000000E+01	  +2.7250000000000001E+00	  +7.2551094258475769E+02	  +3.3047208728634581E+02	
  +3.7875000000000000E+01	  +2.6750000000000003E+00	  +7.0019493088576291E+02	  +3.1016305044380675E+02	
  +3.8000000000000000E+01	  +2.6250000000000000E+00	  +6.7326555342054746E+02	  +2.8907680641553708E+02	
  +3.8125000000000000E+01	  +2.5812500000000003E+00	  +5.5267726349384702E+02	  +2.7831021900508591E+02	
  +3.8250000000000000E+01	  +2.5437500000000002E+00	  +5.2690323711139797E+02	  +2.5524010723513192E+02	
  +3.8375000000000000E+01	  +2.5062500000000001E+00	  +4.9982473435521950E+02	  +2.3190051256730146E+02	
  +3.8500000000000000E+01	  +2.4687500000000000E+00	  +4.7147075156430537E+02	  +2.0851701504612183E+02	
  +3.8625000000000000E+01	  +2.4312499999999999E+00	  +4.4187165089361304E+02	  +1.8534107204762859E+02	
  +3.8750000000000000E+01	  +2.3937499999999998E+00	  +4.1105912780152215E+02	  +1.6265052863577657E+02	
  +3.8875000000000000E+01	  +2.3562499999999997E+00	  +3.7906617710952889E+02	  +1.4074779183331867E+02	
  +3.9000000000000000E+01	  +2.3187499999999996E+00	  +3.4592705767056640E+02	  +1.1995350789102832E+02	
  +3.9125000000000000E+01	  +2.2749999999999999E+00	  +1.9821952721678417E+02	  +1.6296379851064355E+01	
  +3.9250000000000000E+01	  +2.2249999999999996E+00	  +1.7575440154731135E+02	  +1.3440361029226271E+01	
  +3.9375000000000000E+01	  +2.1749999999999998E+00	  +1.5263028847976000E+02	  +1.0901081080820038E+01	
  +3.9500000000000000E+01	  +2.1250000000000000E+00	  +1.2887194989360054E+02	  +8.6887825910427718E+00	
  +3.9625000000000000E+01	  +2.0749999999999997E+00	  +1.0450482681287220E+02	  +6.7699494005476160E+00	
  +3.9750000000000000E+01	  +2.0249999999999999E+00	  +7.9555012163298699E+01	  +5.0547163111012994E+00	
  +3.9875000000000000E+01	  +1.9749999999999999E+00	  +5.4049222831332592E+01	  +3.4181433499834974E+00	
  +4.0000000000000000E+01	  +1.9249999999999998E+00	  +2.8014771055040519E+01	  +1.7717590281307540E+00	
  +4.0125000000000000E+01	  +1.8937499999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0250000000000000E+01	  +1.8812499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0375000000000000E+01	  +1.8687499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0500000000000000E+01	  +1.8562500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0625000000000000E+01	  +1.8437500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0750000000000000E+01	  +1.8312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0875000000000000E+01	  +1.8187500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1000000000000000E+01	  +1.8062500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1125000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1250000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1375000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1500000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1625000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1750000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.1875000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2000000000000000E+01	  +1.8000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2125000000000000E+01	  +1.7937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2250000000000000E+01	  +1.7812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2375000000000000E+01	  +1.7687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2500000000000000E+01	  +1.7562500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2625000000000000E+01	  +1.7437499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2750000000000000E+01	  +1.7312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.2875000000000000E+01	  +1.7187500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3000000000000000E+01	  +1.7062500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3125000000000000E+01	  +1.6937499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3250000000000000E+01	  +1.6812499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3375000000000000E+01	  +1.6687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3500000000000000E+01	  +1.6562500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3625000000000000E+01	  +1.6437500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3750000000000000E+01	  +1.6312500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.3875000000000000E+01	  +1.6187500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4000000000000000E+01	  +1.6062500000000002E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4125000000000000E+01	  +1.5937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4250000000000000E+01	  +1.5812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4375000000000000E+01	  +1.5687500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4500000000000000E+01	  +1.5562500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4625000000000000E+01	  +1.5437500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4750000000000000E+01	  +1.5312500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.4875000000000000E+01	  +1.5187500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5000000000000000E+01	  +1.5062500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5125000000000000E+01	  +1.4937499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5250000000000000E+01	  +1.4812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5375000000000000E+01	  +1.4687500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5500000000000000E+01	  +1.4562500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5625000000000000E+01	  +1.4437499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5750000000000000E+01	  +1.4312499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.5875000000000000E+01	  +1.4187500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6000000000000000E+01	  +1.4062500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6125000000000000E+01	  +1.3562500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6250000000000000E+01	  +1.2687499999999998E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6375000000000000E+01	  +1.1812499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6500000000000000E+01	  +1.0937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6625000000000000E+01	  +1.0062499999999999E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6750000000000000E+01	  +9.1874999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6875000000000000E+01	  +8.3124999999999993E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7000000000000000E+01	  +7.4374999999999991E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7125000000000000E+01	  +6.6249999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7250000000000000E+01	  +5.8749999999999991E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7375000000000000E+01	  +5.1249999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7500000000000000E+01	  +4.3750000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7625000000000000E+01	  +3.6249999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7750000000000000E+01	  +2.8749999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.7875000000000000E+01	  +2.1249999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8000000000000000E+01	  +1.3750000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8125000000000000E+01	  +5.6250000000000008E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8250000000000000E+01	  -3.1249999999999993E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8375000000000000E+01	  -1.1874999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8500000000000000E+01	  -2.0624999999999999E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8625000000000000E+01	  -2.9375000000000001E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8750000000000000E+01	  -3.8124999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.8875000000000000E+01	  -4.6875000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9000000000000000E+01	  -5.5625000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9125000000000000E+01	  -6.1249999999999993E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9250000000000000E+01	  -6.3749999999999996E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9375000000000000E+01	  -6.6249999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9500000000000000E+01	  -6.8750000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9625000000000000E+01	  -7.1250000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9750000000000000E+01	  -7.3750000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.9875000000000000E+01	  -7.6250000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0000000000000000E+01	  -7.8750000000000009E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0125000000000000E+01	  -8.0625000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0250000000000000E+01	  -8.1875000000000009E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0375000000000000E+01	  -8.3125000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0500000000000000E+01	  -8.4375000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0625000000000000E+01	  -8.5625000000000007E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0750000000000000E+01	  -8.6875000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.0875000000000000E+01	  -8.8124999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1000000000000000E+01	  -8.9375000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1125000000000000E+01	  -9.1249999999999998E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1250000000000000E+01	  -9.3750000000000000E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1375000000000000E+01	  -9.6250000000000002E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1500000000000000E+01	  -9.8750000000000004E-01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1625000000000000E+01	  -1.0125000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1750000000000000E+01	  -1.0375000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.1875000000000000E+01	  -1.0625000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2000000000000000E+01	  -1.0875000000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2125000000000000E+01	  -1.0937500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2250000000000000E+01	  -1.0812500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2375000000000000E+01	  -1.0687500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2500000000000000E+01	  -1.0562500000000001E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.2625000000000000E+01	  -1.0437500000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
